question,course,document
"{'question': ""Why am I encountering an error 'command.sh Error - source: no such file or directory' during Workshop 2 - RisingWave?"", 'answer': 'Check the contents of the repository with ls - the command.sh file should be in the root folder. If it is not, verify that you had cloned the correct repository - https://github.com/risingwavelabs/risingwave-data-talks-workshop-2024-03-04'}",data-engineering-zoomcamp,0728ca67
"{'question': 'Where should the command.sh file be located in the RisingWave workshop repository?', 'answer': 'The command.sh file should be in the root folder of the RisingWave workshop repository.'}",data-engineering-zoomcamp,0728ca67
"{'question': 'What should I do if the command.sh file is not present in the root folder of my RisingWave workshop repository?', 'answer': 'Verify that you had cloned the correct repository - https://github.com/risingwavelabs/risingwave-data-talks-workshop-2024-03-04'}",data-engineering-zoomcamp,0728ca67
"{'question': 'I have cloned the incorrect RisingWave workshop repository. How can I find the correct one?', 'answer': 'The correct RisingWave workshop repository is located at https://github.com/risingwavelabs/risingwave-data-talks-workshop-2024-03-04'}",data-engineering-zoomcamp,0728ca67
"{'question': 'I have cloned the correct RisingWave workshop repository but the command.sh file is still missing. What could be the issue?', 'answer': 'Check the contents of the repository with ls. If the command.sh file is still missing, there might be an issue with your clone or the repository itself. You can try cloning again or contact the repository owner for assistance.'}",data-engineering-zoomcamp,0728ca67
Why can't I find the psql command in my system while working on Workshop 2 - RisingWave?,data-engineering-zoomcamp,49a51e24
What is the alternative to psql in the provided workshop and why is it preferred?,data-engineering-zoomcamp,49a51e24
What command can I use instead of psql to run SQL scripts in the workshop DB?,data-engineering-zoomcamp,49a51e24
How can I install usql on macOS and Windows for running SQL scripts in the workshop?,data-engineering-zoomcamp,49a51e24
How do I run the taxi_trips.sql script with usql in the workshop?,data-engineering-zoomcamp,49a51e24
Question 1: I'm having trouble with the 'source command.sh' command in Workshop 2 - RisingWave. The error message reads 'docker-compose' not found. Am I missing a package installation?,data-engineering-zoomcamp,f0d552a7
"Question 2: In the case where I've already installed docker compose, but still encounter the 'docker-compose' not found error, how can I resolve it?",data-engineering-zoomcamp,f0d552a7
Question 3: The error message suggests that there's an issue with the hyphen in the 'docker-compose' command. Is it recommended to remove the hyphen from the command.sh file?,data-engineering-zoomcamp,f0d552a7
"Question 4: If I should remove the hyphen from the command.sh file, could you please provide an example of how that should be done?",data-engineering-zoomcamp,f0d552a7
"Question 5: I've made the suggested changes to the command.sh file by removing the hyphen, but the issue persists. Are there any other steps I should consider?",data-engineering-zoomcamp,f0d552a7
Why am I encountering an 'Invalid top-level property x-image' error when trying to set up the RisingWave cluster during Workshop 2?,data-engineering-zoomcamp,9c750080
What are the valid top-level sections for the Compose file in the RisingWave workshop setup?,data-engineering-zoomcamp,9c750080
How can I resolve the issue of using the wrong Compose file version in the RisingWave workshop setup?,data-engineering-zoomcamp,9c750080
What should I do if I'm on an Ubuntu machine and encounter the 'Invalid top-level property x-image' error during the RisingWave workshop setup?,data-engineering-zoomcamp,9c750080
How can I update my docker-compose version to run the required docker images for the RisingWave workshop on a Ubuntu machine?,data-engineering-zoomcamp,9c750080
What is the expected rate at which records are ingested while working with the stream-kafka in Workshop 2 - RisingWave?,data-engineering-zoomcamp,6f4998e6
"In the stream-kafka of Workshop 2 - RisingWave, why is the date timestamp changed to the current time?",data-engineering-zoomcamp,6f4998e6
"During the Workshop 2 - RisingWave, how can I observe the changes in real-time while working on queries?",data-engineering-zoomcamp,6f4998e6
"When running the stream-kafka script in Workshop 2 - RisingWave, is it necessary to open another terminal tab for queries?",data-engineering-zoomcamp,6f4998e6
"Is it possible to increase the number of records ingested at a time in the stream-kafka of Workshop 2 - RisingWave? If so, how can I do that?",data-engineering-zoomcamp,6f4998e6
Is it necessary to install Kafka for the RisingWave workshop?,data-engineering-zoomcamp,97170587
Is there a prerequisite to install Kafka for the RisingWave workshop?,data-engineering-zoomcamp,97170587
What is the requirement for Kafka for the RisingWave workshop?,data-engineering-zoomcamp,97170587
Can the RisingWave workshop be completed without installing Kafka?,data-engineering-zoomcamp,97170587
Is Kafka setup a mandatory step for the RisingWave workshop?,data-engineering-zoomcamp,97170587
"Question 1: What is the recommended amount of free disk space for Workshop 2 - RisingWave, considering the containers and psql running and ingesting the taxi data?",data-engineering-zoomcamp,4def6541
"Question 2: How much free disk space should we allocate for Workshop 2 - RisingWave, taking into account that about 7GB is required for containers and an additional 3GB for psql and taxi data?",data-engineering-zoomcamp,4def6541
"Question 3: For Workshop 2 - RisingWave, what would be a good estimate for the total amount of free disk space needed when running containers, psql, and ingesting the taxi data?",data-engineering-zoomcamp,4def6541
"Question 4: In Workshop 2 - RisingWave, how much free disk space should be available for all the containers, psql, and the taxi data after they are provisioned?",data-engineering-zoomcamp,4def6541
"Question 5: What is the minimum recommended free disk space for Workshop 2 - RisingWave, given that about 7GB is required for containers and an additional 3GB for psql and taxi data?",data-engineering-zoomcamp,4def6541
"In Workshop 2 - RisingWave, if I encounter issues when running the stream-kafka script with Psycopg2, what should I do?",data-engineering-zoomcamp,66e117dd
What should I change in the requirements.txt file to resolve Psycopg2 issues in Workshop 2 - RisingWave's stream-kafka script?,data-engineering-zoomcamp,66e117dd
"When I open another terminal to run psql in Workshop 2 - RisingWave, do I need to perform the source command.sh step for each terminal session?",data-engineering-zoomcamp,66e117dd
"If I'm experiencing Psycopg2 issues while running the stream-kafka script in Workshop 2 - RisingWave, what is the suggested replacement for psycopg2 in my requirements.txt file?",data-engineering-zoomcamp,66e117dd
"In Workshop 2 - RisingWave, when I open another terminal to run psql, what is the recommended step to ensure I don't encounter issues with the stream-kafka script due to Psycopg2?",data-engineering-zoomcamp,66e117dd
What should I do if I encounter an error `Could not build wheels for psycopg2` while trying to install pyproject.toml-based projects in a RisingWave workshop?,data-engineering-zoomcamp,94fd2476
"In the event of a `Could not build wheels for psycopg2` error, what command should I run to install the required GCC for my Anaconda installation?",data-engineering-zoomcamp,94fd2476
How can I access GCC in my RisingWave virtual environment after installing it in my Anaconda base?,data-engineering-zoomcamp,94fd2476
What is the purpose of installing GCC when encountering a `Could not build wheels for psycopg2` error during a RisingWave workshop?,data-engineering-zoomcamp,94fd2476
"Besides compiling source code, what other functionalities does GCC provide that are relevant when encountering a `Could not build wheels for psycopg2` error during a RisingWave workshop?",data-engineering-zoomcamp,94fd2476
What should I do when I encounter a Psycopg2 InternalError while running the seed-kafka command on Windows?,data-engineering-zoomcamp,70d83d78
How can I activate the python venv from git bash in Windows?,data-engineering-zoomcamp,70d83d78
What changes should I make to the seed_kafka.py file to resolve the Psycopg2 error on Windows?,data-engineering-zoomcamp,70d83d78
How can I connect to the RisingWave cluster from Powershell?,data-engineering-zoomcamp,70d83d78
What is the equivalent of source commands.sh command in Powershell for the RisingWave workshop?,data-engineering-zoomcamp,70d83d78
Why does the script for running stream-kafka get stuck on a loop with the error 'Connection Refused'?,data-engineering-zoomcamp,accb7285
